epoch,r2,loss
0,-0.016690850257873535,17.794553756713867
1,-0.020239710807800293,20.51775360107422
2,-0.002747058868408203,20.38638687133789
3,-0.0023152828216552734,16.923978805541992
4,0.0025559067726135254,18.191957473754883
5,-0.063362717628479,18.49345588684082
6,0.008859813213348389,22.484115600585938
7,0.02347123622894287,14.896742820739746
8,0.032959938049316406,19.50697135925293
9,0.07721346616744995,17.409879684448242
10,0.11400049924850464,18.712989807128906
11,0.16685187816619873,20.11049461364746
12,0.22210955619812012,17.988126754760742
13,0.27988332509994507,17.2615966796875
14,0.18325239419937134,19.102811813354492
15,0.20565122365951538,17.599355697631836
16,0.23829972743988037,14.802762985229492
17,0.28054726123809814,15.867919921875
18,0.35384446382522583,20.685897827148438
19,0.3825320601463318,17.682695388793945
20,0.2184056043624878,21.098573684692383
21,0.2719225287437439,12.566240310668945
22,0.37446266412734985,18.01168441772461
23,0.3194064497947693,18.230201721191406
24,0.370525598526001,21.533716201782227
25,0.42813169956207275,18.74440574645996
26,0.4330797791481018,18.086315155029297
27,0.5531975030899048,15.059173583984375
28,0.45661330223083496,16.113874435424805
29,0.4305243492126465,19.117488861083984
30,0.5166753530502319,18.84791374206543
31,0.5494047403335571,16.31787109375
32,0.5243464112281799,16.973102569580078
33,0.5573951005935669,16.11310577392578
34,0.6286565661430359,16.82520866394043
35,0.5738029479980469,18.521751403808594
36,0.6358113288879395,19.103675842285156
37,0.5952321290969849,18.336864471435547
38,0.5729691982269287,16.7177734375
39,0.5069677829742432,18.115400314331055
40,0.6567325592041016,15.150043487548828
41,0.5140144228935242,19.225744247436523
42,0.6176812052726746,16.668474197387695
43,0.6453831791877747,19.01559066772461
44,0.6340070962905884,18.569721221923828
45,0.6489871740341187,13.297365188598633
46,0.6487612724304199,19.482179641723633
47,0.6553680896759033,19.508790969848633
48,0.6916904449462891,18.770275115966797
49,0.6521053910255432,14.656562805175781
50,0.6581296920776367,16.644075393676758
51,0.6539055705070496,17.290552139282227
52,0.6495833396911621,16.9412841796875
53,0.6700924634933472,13.567675590515137
54,0.704574704170227,16.729951858520508
55,0.6834790110588074,21.200273513793945
56,0.6948566436767578,18.69991111755371
57,0.6894056797027588,16.49464225769043
58,0.6884394884109497,21.65894889831543
59,0.6993863582611084,14.996458053588867
60,0.6839828491210938,14.809075355529785
61,0.6737091541290283,12.868757247924805
62,0.7030452489852905,19.54286766052246
63,0.7271843552589417,21.289154052734375
64,0.6883561611175537,15.89463996887207
65,0.6715518832206726,16.86821746826172
66,0.6817492246627808,19.214828491210938
67,0.7234684228897095,17.690963745117188
68,0.6829026937484741,15.571633338928223
69,0.7275203466415405,18.326875686645508
70,0.7247915267944336,16.863821029663086
71,0.7315722107887268,15.076329231262207
72,0.7201077938079834,13.1470308303833
73,0.7053753733634949,20.278610229492188
74,0.7381885647773743,18.20379638671875
75,0.7023690342903137,16.384580612182617
76,0.7108765244483948,16.185447692871094
77,0.7325291633605957,17.239330291748047
78,0.7368425130844116,15.451435089111328
79,0.7559195160865784,15.95177173614502
80,0.6744312047958374,14.12377643585205
81,0.7461586594581604,13.508017539978027
82,0.7031581401824951,18.54914093017578
83,0.7433870434761047,19.048646926879883
84,0.7314435243606567,19.127906799316406
85,0.7072659730911255,13.264326095581055
86,0.7090984582901001,16.254642486572266
87,0.7429158687591553,17.60292625427246
88,0.730665922164917,14.06590461730957
89,0.7008963823318481,17.358999252319336
90,0.7354791760444641,14.030261993408203
91,0.7297550439834595,15.02398681640625
92,0.7238955497741699,18.0640811920166
93,0.7615765929222107,17.829151153564453
94,0.7559166550636292,16.595481872558594
95,0.7175632119178772,14.695159912109375
96,0.7248278856277466,11.74388599395752
97,0.7541861534118652,16.355955123901367
98,0.7703635692596436,16.302650451660156
99,0.7307716012001038,14.747211456298828
100,0.7076154947280884,16.028297424316406
